text,split,source
Having morning sickness when you're not actually pregnant is all the fun,train,iSarcasmEval
They really said you can’t have nice weather AND no lockdown for your bday this year huh,train,iSarcasmEval
“it’s hotter in the america right now and it feels fine british people are just being dramatic 🙄” QUICK ARE YOU SAYING THIS INSIDE UR AIR CONDITIONED HOUSE ‼️‼️‼️,train,iSarcasmEval
Just had a flashback about a boy and nearly threw up in my mouth,train,iSarcasmEval
@Ciara87C @RachaelSmarty @SashaHumphreys2 my tinder convos have been leaked,train,iSarcasmEval
"Dear @krispykremeUK, I see your enticing #Thanksgiving offer that ends on 2 Dec. I wanted to ask if you're aware that #Chanukah starts on 10 Dec, continues for 8 days &amp; that traditional Chanukah fare is actually #DOUGHNUTS ?? 🍩🍩 #justsaying #AskingForAFriend #opportunity",train,iSarcasmEval
Wow great album from Kanye. v John Cage 4’43 vibes x,train,iSarcasmEval
"Just got in, how’d Liverpool get on?",train,iSarcasmEval
Actually considering applying for the undateables,train,iSarcasmEval
"@JoeTalkShow @EdwardNorton Get ratioed, then tell us more about the ""hate-filled left,"" especially about how the Republicans and independents who voted for Biden are somehow part of that group 🤣",train,iSarcasmEval
"thank you kind person that stole my ATM card, you must have known I wanted to sit at the bank all day.. half hour and still waiting #mondays",train,iSarcasmEval
So excited to start this job!😊,train,iSarcasmEval
"Maybe if we didn’t comment on things that don’t concern us, the world would be a happier place?? But what do I know🤷🏻‍♀️",train,iSarcasmEval
"dad: ""are ya sending any of those boys from 5soz (wtf is a 5soz dad) a valentines gift?"" me: yes dad yes i am cuz im dating all of them duh",train,iSarcasmEval
"I just read, ""oftenly"" and threw up in my mouth a little.",train,iSarcasmEval
"I unsubscribe from being an adult, its not for me",train,iSarcasmEval
i love siriusxm. siriusxm is my friend,train,iSarcasmEval
"A whole 2% off for a single order, rejoice",train,iSarcasmEval
Can’t wait to see Ed sheeran at tramlines tomoz x,train,iSarcasmEval
"@kirkkorner ""But it's a deterrent"" 🙄",train,iSarcasmEval
Great start to the day Neros was shut and now I'm going akip on the bus 😴😵,train,iSarcasmEval
@Torialou78 My excellent photography skills! :p lmao!!!,train,iSarcasmEval
"@SIazVest @rodneyjaguars57 Fuck you got me there, you better get back to getting upset and jealous over successful and talented boxers",train,iSarcasmEval
Just rediscovered that my nose is always in my field of vision so I will unfortunately be dropping out as I cannot continue my assigned readings in peace,train,iSarcasmEval
There is nothing new in an oliver james publication that can't be found elsewhere for free. He's a leftist living a straight bourgeois life,train,iSarcasmEval
Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,train,iSarcasmEval
Just won 3 cents on HQ words...early retirement here I come 😍,train,iSarcasmEval
Schadenfreude x,train,iSarcasmEval
"Being a mom with an autoimmune disease means I am a grown ass woman that caught hand, foot, and mouth from my daughter. My Hashimotos sucks. Thanks for all the sicknesses I so graciously suffer and should not be suffering at 40.",train,iSarcasmEval
My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. Is she in GOSSIP GIRL?,train,iSarcasmEval
my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,train,iSarcasmEval
I'm just living off salads and yogurt and loving it tbh,train,iSarcasmEval
💕 tip for baking bread! 🍞🥐🥖 you can use the yeast in your dog's ears to substitute active dry yeast or instant yeast in a pinch! 💕,train,iSarcasmEval
"You guys, how cool would a British version of Breaking Bad be? Lol jk, they have universal health care so Walter White would never have to resort to cooking meth in a trailer to be able to fund his cancer treatment.",train,iSarcasmEval
Ain’t never really had a daddy so I’ll never really need one 🤷🏾‍♀️,train,iSarcasmEval
2 minutes into the book and I already hate the main character. Lovely,train,iSarcasmEval
i would rather be outside reed timmers car in f3 tornado winds than go to work today,train,iSarcasmEval
"North Dakota: *has one decent week of weather* Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",train,iSarcasmEval
I never feel more empowered than when I’m listening to ‘this is me’ from camp rock,train,iSarcasmEval
Happy birthday to me. I got pinged and can't leave the house 🥰🤡,train,iSarcasmEval
"don't cry because it happened, smile because it's over &lt;3",train,iSarcasmEval
@rickyberwick And you said Donald trump was racist 😑,train,iSarcasmEval
so the royal family is sound with pedophiles but as soon as a mixed race baby comes into it they’re scared ? makes sense 🥴,train,iSarcasmEval
IF ONLY PEOPLE WOULD RAKE THE FORESTS. #Debate2020,train,iSarcasmEval
I really hate the new TikTok voice over voice - she sound annoying af,train,iSarcasmEval
Mad how many cars they make now without indicators 🙃,train,iSarcasmEval
my car is acting up AGAIN for like the 3rd year in a row and I’m just going to drive it into the river at the point,train,iSarcasmEval
My living room feels really lively now. I’m recklessly sipping tea absorbing choons #TaeSup,train,iSarcasmEval
Lil Pump is the Nelson Mandela of our generation,train,iSarcasmEval
I too enjoy making shit up and pretending like I understand basic economic principles https://t.co/cHDBHaxBBR,train,iSarcasmEval
Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,train,iSarcasmEval
this time tomorrow i'll be dying at school Cannot Wait!,train,iSarcasmEval
rewatching degrassi for the millionth time,train,iSarcasmEval
Matt Hancock is a top shagger,train,iSarcasmEval
I’m gonna miss scantrons shortening my name to “Christ” after 16 years,train,iSarcasmEval
"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year)",train,iSarcasmEval
Don’t you just love it when they dig up your road at 8:30am on a Saturday 😠,train,iSarcasmEval
Just watched a man smoke crack on the R train in front of 3 families. New York is healing ✨,train,iSarcasmEval
Using my recently acquired video editing skills on myself for a change. An oral #presentation assignment on #healtheconomics is as much fun as it sounds 🗣🎥 https://t.co/1LKHVyupie,train,iSarcasmEval
we love when the power goes out at 6:30 in the morning on a wednesday https://t.co/BBIQ7ZYS3x,train,iSarcasmEval
"It’s spring, so that means it’s time for couples to leave the bar across the street and come fight under my window at 2 am again ❤️",train,iSarcasmEval
"Get ready for the next big horror game this season, Slender Suburban Man",train,iSarcasmEval
If I were the Red Sox I would simply play the Orioles more,train,iSarcasmEval
Wow... the universe gave me the task of a potty training a whole human? the audacity.,train,iSarcasmEval
@Mike_Fabricant This aged well,train,iSarcasmEval
tanning in this heat is an extreme sport,train,iSarcasmEval
Just almost got hit on the highway by a @CityofSanDiego truck 🤪 tysm for making me feel safe guys!!!,train,iSarcasmEval
Jaegermeister did 9/11,train,iSarcasmEval
"If you watch #TheCrown and don’t simultaneously wiki deep-dive on the royal family, did you even watch The Crown?",train,iSarcasmEval
Searching for Pokemon later because I hate myself haha !!!,train,iSarcasmEval
do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,train,iSarcasmEval
"me: revises cells + other general biology stuff edexcel: ""i want a fit summer bod, get them to tell me how i get one"" #EdexcelBiology #Gcses2018",train,iSarcasmEval
good evening sharks. hooters but for feet.,train,iSarcasmEval
Hailey convinced Tayler that putting a spoon in the microwave to scoop ice cream faster was a good idea,train,iSarcasmEval
too many dudes are wearing birks with socks on. grow up. get the fucking toes out man.,train,iSarcasmEval
came home to realize my family found and read my quarantine journal lmao lucky I didn’t get involuntarily committed wtf,train,iSarcasmEval
No longer a female as I refuse to wear heels ever again,train,iSarcasmEval
I changed out of my pajamas today and I think that’s really brave,train,iSarcasmEval
I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you!,train,iSarcasmEval
omg my ships are gonna love what taylor swift has done for them,train,iSarcasmEval
Can’t wait for those $2000 checks to go out immediately,train,iSarcasmEval
"Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍😍😍 ugh @samduhclam",train,iSarcasmEval
"AT&amp;T is truly amazing They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service. We called them, they told us to not worry and if the phones are fine they wouldn't be shut off Guess what got shut off this morning? LOL",train,iSarcasmEval
They really took friends off Netflix 😭😩🤦🏼‍♀️ what am I suppose to watch now??!??!!,train,iSarcasmEval
Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time,train,iSarcasmEval
Why are the side effects of antidepressants so ✨scary✨,train,iSarcasmEval
I like making food and then not eating it to assert my dominance,train,iSarcasmEval
victoria has a crush on maluma,train,iSarcasmEval
if i saw a capybara in person id probably throw up,train,iSarcasmEval
"Using an educator discount, I receive 20% off Manga at B&amp;N. This is the only reason I am a teacher.",train,iSarcasmEval
shoutout to the kid who brought a pineapple to hc and threw it around #madrespect,train,iSarcasmEval
CLB cover art makes me want to pound my knees with a hammer.,train,iSarcasmEval
virgos are leos in a vest,train,iSarcasmEval
it’s literally so hard being this hot and sexy and beautiful everyday,train,iSarcasmEval
It's been a productive last day. Maxed Out all my credit cards in preparation of my Rapture tomorrow!!! #iwishwehadallbeenready,train,iSarcasmEval
I just love falling up the stairs 😑,train,iSarcasmEval
Is spunk a slur?,train,iSarcasmEval
i have bags under my eyes because im tired of your bs:),train,iSarcasmEval
I never thought I’d have a mortal enemy but it’s whoever keeps printing on blue paper and then leaving like 5-10 blue sheets in the math room copier when they’re done for the next unsuspecting person,train,iSarcasmEval
i love when i respond to my professor immediately after she emailed me and i still haven’t gotten a response :)) (it’s been almost 4 hours) :)),train,iSarcasmEval
imma still vote for vermin supreme this presidential election 😤,train,iSarcasmEval
"I’m so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰",train,iSarcasmEval
Man PepsiCo loves to add 750g of sugar to a mixture of their existing flavors of sodas and call it a new flavor of dew or Pepsi...,train,iSarcasmEval
"love island is ending, law school is starting again…summer is really over",train,iSarcasmEval
@jimcramer Yo jim I put my life savings in $didi at $16 as per your request now me and my family are eating MREs in full survival mode What should I do?,train,iSarcasmEval
so many people pressed that italy won sorry eurovision belongs to the bisexuals now x #Eurovision,train,iSarcasmEval
As a woman I dont need hobbies dreams or goals cause I can spend all my time wondering why he didnt text back crying into a bag of doughnuts,train,iSarcasmEval
So staying up late was worth it..... 😪😩,train,iSarcasmEval
@TheSpursExpress @JBurtTelegraph I've done this to my employer too. I'm expecting we'll both get the same answer,train,iSarcasmEval
"Man-spider. The story of a spider who's bitten by a human and now has the powers of a human. Working in an office, wasting money on artisan coffee, and giving up his bus seat to a woman who turns out not to be pregnant, but just ""likes sandwiches you a-h*le"". #IntoTheSpiderVerse",train,iSarcasmEval
"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",train,iSarcasmEval
Bristol is absolutely littered with students!! Glad I never was one🙈,train,iSarcasmEval
"@GeoffreyBrock6 @RevRichardColes Do you really believe that? I'd put more faith in the giant pumpkin. Wait a minute, he is the giant pumpkin!",train,iSarcasmEval
What happened to unbiased journalism @SkyNews?,train,iSarcasmEval
"Oh wow, trolls really have a lot of time on there hands, jeez 🙄 they really don’t like getting banned #twitchtrolls",train,iSarcasmEval
I’ve been laid off !! Nice:)),train,iSarcasmEval
Lol at my life :),train,iSarcasmEval
I love it when someone criticses my parenting then their adult son cuts his finger off with a knife and breaks his leg by falling off a bike,train,iSarcasmEval
I’m in Canada so like Happy 4rth?,train,iSarcasmEval
Anyone else wanna ruin me day x,train,iSarcasmEval
"Have the most balanced diet, a healthy balance of codeine, panadol and ibuprofen....",train,iSarcasmEval
@devisridhar Do you know of any good chippies in the Crewe area?,train,iSarcasmEval
i love 6 hour panic attacks,train,iSarcasmEval
"@OldUnclePunch Yes, because we really have that sort of power. Why do brexity types always sound like they are all paranoid conspiracy therorists?",train,iSarcasmEval
@DarrkIt @iamspade_ ya need a carry hit me up im a octane main,train,iSarcasmEval
The numbers talking to me!,train,iSarcasmEval
"apparently it's the biggest ask on the planet to find decently priced sandals with an enclosed toe. PLEASE, INTERNET. I just want to have vaguely summery shoes that don't involve me having my toes out to the world at all times lmfaoo",train,iSarcasmEval
Ayeee it’s officially “I’m not even your girl” season 😛,train,iSarcasmEval
Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,train,iSarcasmEval
Corsodyl failing to consider i like being a person who spits blood when they brush their teeth,train,iSarcasmEval
@c_j_mcburney Suspect there’s still room for you in the ground,train,iSarcasmEval
Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months. @KitKat_US,train,iSarcasmEval
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",train,iSarcasmEval
"these two girls are on the beach in lawn chairs, i love shoobies",train,iSarcasmEval
I'm literally out here trading eggs for potatoes Day 1 in our new dystopian society is going well #coronavirusUK #coronavirus,train,iSarcasmEval
I do love it when my mum makes me spend my savings on beer 😒,train,iSarcasmEval
School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student’s education that’s bound by legal timelines and took coordination of 6 different schedules and you’re the only one who can run it,train,iSarcasmEval
Not only did I have to take care of covid patients last night but my charge nurse told me the covid scrubs make me look “unwantable”! Great!,train,iSarcasmEval
"@Rosievix @mouthwaite Well, illegal immigrants categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...",train,iSarcasmEval
"ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic",train,iSarcasmEval
I would do so much for people that would do absolutely nothing for me lol at least i know who my true friends are😀,train,iSarcasmEval
“I don’t really like partying” Oh is that why you’ve gone to parties twice in the last week? Because you just can’t stand it? Makes complete sense.,train,iSarcasmEval
Wishing all the birthday sex on @laurabora620 today 🎂 https://t.co/JtP0FCvo9R,train,iSarcasmEval
"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",train,iSarcasmEval
Elaine Quijano exhibits roughly the same amount of control over this debate as two rabbits do on their first date.,train,iSarcasmEval
"@barcacentre Unemployed and lazy that Messi guy 😂 (I'm being sarcastic guys, I'm warning you lol)",train,iSarcasmEval
"My poo is green, how festive.",train,iSarcasmEval
turning 22 next week so naturally I increased my tinder age range up to 60,train,iSarcasmEval
Is it unreasonable to spend £50 on a bonsai tree? Asking for a friend 🤔,train,iSarcasmEval
im glad we finally have a party in opposition who are committed to taking the government to task for not making mistakes fast enough,train,iSarcasmEval
"Men love making women think they were the problem when they finally decide to leave after putting up with mistreatment for god knows how long “You were supposed to be my ride or die 😩” Okay, so die then.",train,iSarcasmEval
"I heard it might be snowing ??? Sounds fake, but okay??? Can anyone verify?????????",train,iSarcasmEval
is this an earthquake because i am shook right now,train,iSarcasmEval
@TheBabylonBee And the hot air and BS she generates makes for a perfect backup energy source!,train,iSarcasmEval
How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,train,iSarcasmEval
"Going to M&amp;S food will be the highlight of my day later, can’t wait👌🏻😅",train,iSarcasmEval
A fun musical mashup is the country music playing at the gym with the one guy playing old Eminem on his phone at full volume in the locker room shower 🎶🎶🎶,train,iSarcasmEval
"@kittin_knittin According to a Trump republican, that's relative to Penis size. There's a video. Lol",train,iSarcasmEval
"not to brag, but my thesis topic was so good that someone else published on it three months ago 🙃",train,iSarcasmEval
I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,train,iSarcasmEval
just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,train,iSarcasmEval
it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,train,iSarcasmEval
Can cats wear nail polish,train,iSarcasmEval
"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",train,iSarcasmEval
Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,train,iSarcasmEval
@mcfcok82 Thank you for your well balanced and thoughtful input,train,iSarcasmEval
accidentally followed CCD guidelines instead of CDC guidelines and now i have covid AND catholic guilt :/,train,iSarcasmEval
watching tik toks at full volume in the middle of the airport should be a federal offense,train,iSarcasmEval
i’m gonna get a boob job so i call myself a customizable doll,train,iSarcasmEval
Friendly reminder you’re not vegan if you swallow cum,train,iSarcasmEval
what i love about mine and summers work schedules is that she will finish at 8pm and then i’ll start work at 9pm and then when i get home at 7am she’ll start work at 8am ❤️,train,iSarcasmEval
Uh oh Ben Simmons will also have a Steph Curry type season 76ers better not trade him now https://t.co/kkpzfcTcSH,train,iSarcasmEval
‘It’s only a game’ 🥴🥴,train,iSarcasmEval
I love to pick my modules on a first come first served basis at the same time as everyone in my entire year on a website that hasn’t been updated since 1995 . Thrilling ❤️,train,iSarcasmEval
"Oh good, it's time for the bi-monthly random power outage.",train,iSarcasmEval
"Wish I was the bitch that Elijah hewson fucking hated, sad :(",train,iSarcasmEval
Might just fuck around and take some horse dewormer for the thrill of if. Maybe I’ll feel something,train,iSarcasmEval
"@adi_jord agreed, this is ridiculous, gotta cop a pair",train,iSarcasmEval
Why was I not told Matthew Stafford and Cooper Kupp eat breakfast together before I drafted Robert Woods over him?,train,iSarcasmEval
@abhiishekkkkkk @FCBGox Did you even watch a single la Liga madrid game last season bruh Varane isn’t that good anymore,train,iSarcasmEval
can't wait til a bunch of pudgy suburban dads save the day with their firearms,train,iSarcasmEval
Throwback to when I answered the phone at work with “thank you for calling Courtney! My name is principal” wow I love myself,train,iSarcasmEval
V excited to grant an extension to students who email me and my co-teacher and get both of our names wrong,train,iSarcasmEval
ima get up early tomorrow and make some tea and sit on the patio oh how I love to imagine things im never gonna do,train,iSarcasmEval
. @shopDisney thanks for shutting down the only Disney Store in northeastern Ohio. The other two stores went out of business yrs ago. It’s not the same with shipping costs online not to mention LE doll sales are an absolute nightmare online. So unbelievably disappointing. 💔,train,iSarcasmEval
"just booked to see David Gray too,,, am i 40",train,iSarcasmEval
I may look happy on the outside bit on the inside I'm dying #painful #sad,train,iSarcasmEval
"Queer marriage is not allowed because it doesn't follow the ""age-old customs, rituals, practices, culturla ethos and societal values"", but all cis-men can commit infidelity with no consequences. Happy fuckin Pride people 🙃 #SupremeCourtofIndia",train,iSarcasmEval
@tylerthecreator @staci_zr can i use this chiamus for my ap lang speech about parallelism lmao,train,iSarcasmEval
also if u met dream on hypixel.. congrats ! im not jealous at all haha im totally normal haha Good For You .. haha,train,iSarcasmEval
Feels like 10 degrees!! Wow catch me in South Parks soaking up the rays 😎 https://t.co/EpgwTLgICW,train,iSarcasmEval
i’m sure 14 year old me would be delighted to know that 22 year old me is still getting stressed over websites crashing for bands🙃,train,iSarcasmEval
When you order books from the bookstore a week in advance and then you wait three weeks for ONE book and when you finally email them about it they reply and say they cancelled your order 😍🥰,train,iSarcasmEval
"Leave it to the nice people of Hutch to yell at me to ""eat shit"" while I run. Jokes on them, I do.",train,iSarcasmEval
6 more hours and then a whoppingly massive 2days off work! wowzers!,train,iSarcasmEval
me not turning up to work is a feminist movement actually,train,iSarcasmEval
Good news: Played out of my mind from the sand traps today. Bad news: Was in the sand traps a lot today.,train,iSarcasmEval
ik the republicans r like tryna say they won but idk why they don’t just settle this w an instagram poll??,train,iSarcasmEval
"@banalincolnlogs red among us guy, hes hot dont come for me",train,iSarcasmEval
"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",train,iSarcasmEval
hey guys! i’m so happy to announce that i’m officially brain dead ☺️,train,iSarcasmEval
Did you know? Abuse and alcoholism and depression will just ✨disappear✨ if the country is opened completely during a pandemic? #trumpisanidiot #bidenharris2020,train,iSarcasmEval
safe to say my life is a lot better https://t.co/pE5isUMOpk https://t.co/K2hep49TcF,train,iSarcasmEval
Currently bombing aces on the volleyball court and math tests in the classroom. #StudentAthlete,train,iSarcasmEval
If anyone wants to know how my nights going I tried making a private story on Snapchat and instead made a group chat... I hate my life,train,iSarcasmEval
"it’s amazing how many people get mad at you for simply Raising Questions, such as “what if the vaccine makes your balls inflate like helium balloons and cause you to float away to never be seen again”",train,iSarcasmEval
My favorite part of flying is getting to walk past the rich people to get to my poor person seat.,train,iSarcasmEval
"Ah yes, back spasms when I take a deep breath. This is ✨28✨.",train,iSarcasmEval
being single during college must be really fun when ur nOT IN A GLOBAL PANDEMIC,train,iSarcasmEval
"fisher: ""i thought you said aids"" me: ""yeah rachel really loves aids""",train,iSarcasmEval
Why is this 30 yr old man trying to flirt w/ me at this wedding and talking about getting away with dating younger girls. Sir I will call the authorities,train,iSarcasmEval
When I grow up I wanna be a sociopath,train,iSarcasmEval
wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,train,iSarcasmEval
"I've made a roommate complain tweet every day, and he's done another thing, but I'm tired of negativity so I'm gonna list all the things I like about him! Here they are:",train,iSarcasmEval
"Ah yes, another afternoon with the WiFi down...really makes working from home that extra bit more enjoyable :)",train,iSarcasmEval
jack antonoff once ur done with clairo i’m right here sweetie,train,iSarcasmEval
Why am I not famous yet cos I’m actually fucking hilarious,train,iSarcasmEval
My life has gone from ‘drive it like you stole it’ to ‘drive it like your toddler needs the toilet’.,train,iSarcasmEval
"Don’t keep up with the Joneses, the Joneses are broke!",train,iSarcasmEval
"I see Dettol, Toilet Duck and Zoflora are all trending on Twitter. Now why could that be... #TrumpPressBriefing",train,iSarcasmEval
I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,train,iSarcasmEval
"@Showmasters are basically thieves, quoting it’s in the small print so you can’t have a refund. Dates moved from summer, to a 4 hour slot on a Friday evening in November which is about as much use as a telescopic sight on a knife.#WeWantARefund @UKConsumerRight",train,iSarcasmEval
it’s so rude that i’m not at the beach right now,train,iSarcasmEval
Sleep? What’s that... I’ve never heard of it?,train,iSarcasmEval
"Me: You know, for someone with chronic anxiety I think I'm dealing with this pandemic quite well. Also me: Wow, I forgot how good a freshly shaved undercut feels!",train,iSarcasmEval
Love it when I forget to transfer my rent money over from my savings 🥴,train,iSarcasmEval
"Incredible scenes in Nottingham, as it begins to rain for the first time this hour.",train,iSarcasmEval
@MatthewStadlen @sajidjavid Thank you so much for your insightful thoughts- I’m sure @sajidjavid is overjoyed that you “quite like him”,train,iSarcasmEval
love how badly i embarrass myself on nights out how iconic X,train,iSarcasmEval
breaking my strict buying hiatus to get lisa’s album? it’s much more likely than you’d think,train,iSarcasmEval
"It was almost 70 degrees today but no, global warming doesn't exist 😒",train,iSarcasmEval
"According to my road rage, the word of the day is asshat",train,iSarcasmEval
Halfway through snowboarding day 1 and pretty sure I have fallen at least 69 times 😆♋️,train,iSarcasmEval
I'm A VeGeTaRiAN BuT I eAt FiSh 🙃🙃🙃,train,iSarcasmEval
Top 3 ranked video games of all time: 1. Minecraft 2. Roblox Paintball 3. Every single Just Dance,train,iSarcasmEval
"Serious question: if I nick a car and elope to Gretna Green to shut my family up, how long will I do in prison? Can I finish my PhD there? Think I've got a plan, lads...",train,iSarcasmEval
"Afghanistan just completely crumbling after spending over 2 trillion USD and 240,000 human lives over the course of 20 futile years of American occupation sounds amazing in theory, sure. But how are we gonna pay for it? What’s next, chocolate milk for everybody?",train,iSarcasmEval
Petition to call erections social dickstanding,train,iSarcasmEval
"@faith_hi @PalmerReport Ahh yes, quick peek at your page and you obviously know everything. Thank you for the enlightenment.😂",train,iSarcasmEval
"Ok, so @bytereview and I decided to record on the evening of the 6th, just as absolutely nothing newsworthy was happening! Perfect timing as always, to go over some of the best ITSBUPs of 2020 - and how we're settling into 2021! Listen: https://t.co/oaPLwrtcHP https://t.co/za3EHuqcWh",train,iSarcasmEval
"I asked my husband to buy dog poo bags when he went out earlier and they'd sold out. So instead of going to another shop, he bought bin bags. So now I still can't clean up after the dog but if I happen to buy a donkey and need to clean up after that, I'm sorted.",train,iSarcasmEval
sure you have a paying job but are you a Silver Chick Fil A Rewards member? 😤🙄🧐,train,iSarcasmEval
"Me: ""Did you you find everything you were looking for?"" Customer: ""why, are you hiding something?"" Me: ""aRe YOu HIdiNg sOMetHinG?""",train,iSarcasmEval
mentally I’m hiding in the walk-in,train,iSarcasmEval
Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,train,iSarcasmEval
oh you’re just friends? why’d u shave then?,train,iSarcasmEval
remember when everyone’s feeds were just retweeted giveaways looool those were the days,train,iSarcasmEval
why are the olympics worried about athletes having too much sex when the curling teams don't even compete in the summer games,train,iSarcasmEval
Semester hasn’t even started and I’ve already had two breakdowns :) this is gonna be a fun one!,train,iSarcasmEval
When you get woken up at 3am because of aftershocks from an earthquake 👍😩,train,iSarcasmEval
If you don't like Lemonade you're an extremist 🍋,train,iSarcasmEval
Agreeing with the right to dunk on the centre is the real dialectical materialism,train,iSarcasmEval
my favorite gay drama is the social network,train,iSarcasmEval
tex-mex restaurants that stop serving breakfast tacos after 10:30/11 am are the reason i have trust issues,train,iSarcasmEval
I love giving a lecture to grad students on a topic I don't fully understand at 9:30am &lt;3 i need a coffee lmao,train,iSarcasmEval
Woke up at 3 am with a MAD craving for pickles. I guess that means I'm expecting!,train,iSarcasmEval
babe stop i’m about to gleek,train,iSarcasmEval
"@izzychari @mikeduncan “Please get a free shot or take a once weekly nose swab. We will literally pay you to take time off to get the shot”- Czar Nicholas, King George, Charles I, and so on.",train,iSarcasmEval
High stakes legos,train,iSarcasmEval
It’s so easy to have the best day until someone lies to your face 🥰❤️😭,train,iSarcasmEval
thank you @Ranboosaysstuff i just shit my pants 👍very cool #ranbooemail,train,iSarcasmEval
@DetroitPistons @PistonsGT Cade Cunningham is my favorite basketball player please 2K 🙏🙏🙏,train,iSarcasmEval
Rubbing my tears into my face is part of my skincare routine lol,train,iSarcasmEval
Broke: doing assignments in order of due date Woke: doing assignments in order of priority Wired: spending 20 minutes on each class at a time and just go down the list,train,iSarcasmEval
I got asked if I needed a kid’s menu today...21 is treating me well 👶🏼,train,iSarcasmEval
Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,train,iSarcasmEval
@AvatarOdin @aubviouslynot sounds like the american dream ngl,train,iSarcasmEval
People who think cancel culture goes too far never learned about excommunication,train,iSarcasmEval
i’ve had more interesting conversations w my wall but alright,train,iSarcasmEval
love seeing that my mom has officially started posting about the horse worm medicine being good for covid actually and they’re just trying to make it look bad bc it’s so cheap 🤪,train,iSarcasmEval
Idk how some girls put on makeup everyday. Is it just to take selfies or have you just not discovered netflix yet?,train,iSarcasmEval
"Well, what a way to ruin Easter. Thanks @CadburyUK https://t.co/zkkguY2g6M",train,iSarcasmEval
@terryflewers @lfcsonny Has he given any clarification regarding what age Harvey Elliott needs to be before you can tackle him?,train,iSarcasmEval
The high tomorrow is 45! Anyone wanna go to the pool?,train,iSarcasmEval
"always remember thank your Alexa, just in case the AI take over one day",train,iSarcasmEval
just your casual reminder that #AllBirthdaysMatter and I can’t stress this enough✨fuck trump✨,train,iSarcasmEval
@majornelson Sounds like a strong contender for GOTY,train,iSarcasmEval
shoutout to the assholes at basically every gas station rn filling up multiple gas canisters when i don’t even have enough gas to get home... 🥲,train,iSarcasmEval
Just tested my egg drop at my apartment complex and it fell on a man’s head :) but no worries he was bald so the yolk just wiped right off,train,iSarcasmEval
Being a business major is legal conversion therapy and must be stopped,train,iSarcasmEval
"Fav this and I won't send you a name of a random person, I'll just get a fav on my tweet",train,iSarcasmEval
i’m dying,train,iSarcasmEval
I love health insurance so much fun paying $100’s a month and then $100’s for basic medical services that somehow aren’t covered. #America,train,iSarcasmEval
Old people don’t deserve rights,train,iSarcasmEval
hot girls have tree shaped dents in their rear bumpers ❤️,train,iSarcasmEval
"oh also, my song with my middle school boyfriend was “143” by Bobby Brackins!! i really peaked geez",train,iSarcasmEval
